"","European.Starling","House.Sparrow","Eastern.Meadowlark","Eastern.Phoebe","American.Goldfinch","Carolina.Wren","Northern.Flicker..Yellow.shafted.","Spotted.Eastern.Towhee..Rufous.sided.Towhee.","American.Crow","Eastern.Bluebird","Purple.Finch","Northern.Bobwhite","Pacific.Winter.Wren","Yellow.rumped.Warbler","Chipping.Sparrow","Herring.Gull","Savannah.Sparrow","Mourning.Dove","Eastern.Towhee","Pine.Warbler","Golden.crowned.Kinglet","Ruby.crowned.Kinglet","Brown.Thrasher","Red.headed.Woodpecker","American.Robin","Cedar.Waxwing","Pine.Siskin","count","Red.winged.Blackbird","Common.Grackle","Rusty.Blackbird","Ring.necked.Duck","American.Coot","Hooded.Merganser","American.Black.Duck","Bufflehead","Yellow.rumped.Warbler..Myrtle.","Great.Blue.Heron..Blue.form.","Pied.billed.Grebe","Fox.Sparrow","Swamp.Sparrow","Hairy.Woodpecker","Brown.Creeper","Hermit.Thrush","Song.Sparrow","Field.Sparrow","Brown.headed.Nuthatch","Red.bellied.Woodpecker","Dark.eyed.Junco..Slate.colored.","Blue.Jay","Yellow.bellied.Sapsucker","White.throated.Sparrow","Tufted.Titmouse","Downy.Woodpecker","White.breasted.Nuthatch","Carolina.Chickadee","Northern.Cardinal","Northern.Mockingbird","Spinus.sp...goldfinch.sp..","Evening.Grosbeak","gull.sp.","Rock.Pigeon..Feral.Pigeon.","blackbird.sp.","House.Finch","American.Pipit","Bonaparte.s.Gull","Brown.headed.Cowbird","Ring.billed.Gull"
"Savannah.Sparrow",0.0042620234895735,0.0127943801205687,0.00723301979958332,0.0066571546670281,0.0111202658582629,0.0310855330411789,0.0134689195514095,0.010171667118307,0.0188291180119941,0.0123509163434245,0.00064797139643195,0.0060120770243053,0.0082387781462811,-0.000182042008829141,0.00135976330292149,0.00112279815222905,1,0.00968498997209729,0.0120545164512956,0.0147640087155393,0.0121589119950548,0.0230001323351785,0.0201548774605614,0.0135373310221191,0.00188744769840965,0.00175135199556169,-0.00052009453608007,-0.00544532258349284,0.000749954541910808,-0.00121602452252002,3.04499018666565e-06,0.000288986872175028,0.00130219725009596,0.005774855430104,0.00939433896052913,0.0114040846466456,0.0135039036457469,0.016696134217566,0.012110044587773,0.0157290186519644,0.0251849723477823,0.0215497648550723,0.02067816026573,0.0173636106277701,0.0174752520846859,0.0191380718849409,0.0238764895592949,0.028349662139395,0.0256515644034019,0.0256441151171783,0.0262256299942547,0.0282796211864949,0.0321485113396131,0.0386296845950009,0.0342441152862673,0.0387956674940427,0.0386808741492478,0.0358263725783745,0.0334288819809863,-0.00035283656083727,-0.00061381709056656,-0.000646484071025056,-0.000574600326743062,-0.000533778695726948,-0.000422925465758092,-0.000121397747966921,-0.000505122801498676,-0.000484804486902693
"Mourning.Dove",0.00639698225676966,0.0183522725582254,0.0106732400952527,0.0198912838307381,0.0146299375311181,0.0453894128251141,0.0197689642115531,0.014950488221325,0.0275437215500633,0.0181327540492457,0.00120425210116609,0.00894235604302033,0.0100334752709184,-0.000221364002638503,0.00209867157892497,0.00187213378666979,0.00968498997209729,1,0.0176163761318763,0.0217243365670972,0.0226214936847609,0.0271472529914351,0.0295156045814217,0.0233264591672786,0.00328131477084207,0.00272347371359699,-0.000627874120169615,0.0014949381265286,0.00126566260533521,-0.00147869196425096,-8.60396594986156e-05,0.000211440779526859,0.0021305677239005,0.00534503598130225,0.0108901284183769,0.0186485431010879,0.0199012661835329,0.0193940747156805,0.0178311760405377,0.02310726315506,0.0241029280111814,0.0250514734307782,0.0240406382001877,0.00761686376593569,0.0262217564387305,0.0280529922647838,0.034949750822683,0.0414582622277139,0.0374570313398279,0.0375135131266739,0.0383867085313476,0.0413055442962116,0.0469220572187546,0.0563527078832845,0.0609430984330954,0.0565960079816539,0.0564046533941715,0.0474660613894086,0.0486222485923104,-0.000332437374087952,-0.00074640468389552,-0.000786127897207173,-0.000698716900914279,-0.000649077591317163,-0.00048207102940054,-5.27870010345188e-05,-0.00061423187913034,-0.000589524705908272
"Eastern.Towhee",0.00833190070724614,0.0182337205052983,0.02667674693655,0.0326266022057882,0.0406213468718149,0.0559635670539519,0.0970628455130731,-0.000295772823724268,0.0664647518773971,0.0444075309124996,0.00246794808978923,0.0230488353440627,0.0168636985051249,-8.69703618368822e-05,0.00643788369392207,0.0140825720611568,0.0120545164512956,0.0176163761318763,1,0.0665390770101375,0.0442518779188156,0.0330276211358845,0.0355885580325631,0.0493891640059061,0.00803935657593214,0.00391535945030181,0.000200028789740333,1.87047804330457e-05,0.00219211403061876,-0.000580954327005605,0.00213293144660882,0.00153184961552745,0.00448035789614765,-0.000500525977594173,0.0137227565977941,0.0555459768907024,0.0244958083062418,0.0237043088606386,0.0293183419391067,0.0281523698773102,0.0251108672319513,0.0302582488150891,0.0289928732974926,0.062430516824599,0.0310646297285395,0.0339301979032766,0.0420774179948059,0.0497572567986972,0.0447337041510937,0.0450699369801159,0.0462087438081495,0.0493735946161066,0.0559497999432656,0.0670795851118576,0.059798871877543,0.0673738528674695,0.0670506342469582,0.0566049149789156,5.05180477218402e-05,-0.000361491323194353,-0.000293250414075275,-0.000308857026685535,-0.000274514649941802,-0.000255012162339699,0.000549063368762348,0.00247675429836671,-0.000109368952755377,-0.000231614789999616
"Pine.Warbler",0.00986263825708677,0.0224252717869097,0.0162425317044827,0.0192551421790945,0.0248859103960351,0.0685035768345835,0.0299586839317927,0.0226816451426028,0.0416305267329815,0.0274847443328894,0.00212647929799629,0.0174269600796697,0.0153164312250212,-0.000280891775509244,0.00333691048487591,0.00310402832163613,0.0147640087155393,0.0217243365670972,0.0665390770101375,1,0.0271744910674144,0.0317282719858627,0.044649763308167,0.0302815707231727,0.00324045452281031,0.00430937569648953,-0.000810879002939967,-0.00662071497984228,0.00211442418617213,-0.0018763322234825,7.66372042490075e-05,0.000558109172420617,0.00338710191512643,0.00444029147641364,0.0166516189206048,-0.0036998886002727,0.0302555810614927,0.0234094312803304,0.0196583616064912,-0.00249272239597665,-0.014094241201828,0.0476648340297938,0.0363692350735518,-0.000361697731600207,0.0388218827593511,0.0424687490371693,0.0528512607739358,0.0626466759613847,0.0565340995110263,0.056699973573322,0.0574680428226604,0.0623558009161484,0.0707934144039417,0.102307559949381,0.0755135213327068,0.0853555954479173,0.0850383786327022,0.07161611128605,0.0731567153741206,-0.000282967485810065,-0.000947122993841847,-0.000997528316220696,-0.000886611321338513,-0.000823623330329925,-0.000687972091427226,6.93256212032869e-05,-0.000779407135066166,-0.000748055868954982
"Golden.crowned.Kinglet",0.00811544244995763,0.0234754079689974,0.0133783020617192,0.0196809714169955,0.0204998511294014,0.056459293061966,0.0246836096336722,0.0186863212989222,0.0343072390703001,0.0226449221847475,0.00173307473361221,0.0164895819572459,0.0154297379594636,-0.00023486774854664,0.0190185136934179,0.00636574494123836,0.0121589119950548,0.0226214936847609,0.0442518779188156,0.0271744910674144,1,0.159033928491711,0.0367929045209775,0.0656323862812316,0.00405525675365028,0.00353912536828286,-0.000518342474806829,-0.00355387422794479,0.00359172846882344,-0.00156889579289266,0.0003753459957339,0.000444877813585663,0.00277711765749711,0.0083063267763141,0.0137102969239547,0.0283541698850673,0.0286472556669072,0.0242488406154875,0.0223154566838133,0.0288708945708578,0.0256460456627953,0.0200733866123342,0.0299693618702271,0.0325262652876034,0.0319875213248396,0.0349936858788699,0.0319747210911378,0.0516273381784776,0.0465941348876112,0.0467257491266509,0.0478338570887978,0.0513914212446972,0.0583480040208513,0.0839912193351272,0.0589347057700713,0.0703522764221599,0.0700926285607758,0.0590259493948907,0.0568473095065245,-0.000247042162801242,-0.000791937196299098,-0.00083408362283802,-0.000741340341849137,-0.000688672912883572,-0.00026917596998496,4.77201980331098e-05,-0.000617031734839735,-0.000625487155720156
"Ruby.crowned.Kinglet",0.0124772646725845,0.0281744058108773,0.0203062395092231,0.0570040305001837,0.0310688190747501,0.0849859058777547,0.0373092271135598,0.0282757239454145,0.0517172076164832,0.0342348139267287,0.00299695495224299,0.0172145174644988,0.0259948876293643,-0.000286690682534034,0.00182889886977139,0.00417434870281921,0.0230001323351785,0.0271472529914351,0.0330276211358845,0.0317282719858627,0.159033928491711,1,0.0595938457324886,0.0377982229144606,0.00483825705624035,0.0055773448142225,-0.000754926541447032,-0.00425469340465712,0.00144165036903803,-0.00191506840965945,0.000334891368041956,0.000969955389778823,0.00639064156510385,0.00866474096472453,0.0209086983428549,0.0332861566605288,0.0377904701356943,0.0255766114686092,0.0363873537942435,0.0479488777214404,0.044389600275406,0.0539728154761355,0.0458857477898,0.0500801436551674,0.0319543032635513,0.0604437128294916,0.146358915176805,0.0778082466567375,0.0701392958090793,0.0704387212120452,0.0905435803629052,0.0773772536310606,0.0877996391210167,0.1053630047895,0.0937078250038121,0.105821258442126,0.105394715207614,0.0888222130341236,0.0904961541244834,-9.69873040559568e-05,-0.000966675998455293,-0.00101812192010937,-0.000904915084808614,-0.00084062672997529,-0.000527526331409802,0.000259043876811406,-0.000795497707681155,-0.000763499206253165
"Brown.Thrasher",0.0137891148846139,0.0305856493267921,0.0220912049122649,0.0268456565213815,0.0337365616987693,0.0914964669225898,0.0403770880744396,0.0306433442704143,0.0557824952552875,0.0370594453656843,0.0050204359759645,0.0188688771273937,0.0209711203081369,-0.000217621405538719,0.00619024375820119,0.0111315417296188,0.0201548774605614,0.0295156045814217,0.0355885580325631,0.044649763308167,0.0367929045209775,0.0595938457324886,1,0.0927886122628097,0.00581135789003008,0.00634512049174631,-0.000433418612684244,-0.00731777031403893,0.00257077897109434,-0.00145369174655013,0.000416394508059946,0.00145321094260605,0.00520175308881652,0.0127861835584006,0.0228797021374485,0.0345428658443676,0.0410615565451284,0.0617668085859136,0.055388018190633,0.0478143146867353,0.0401666824030474,0.0648855833139749,0.061229408566201,0.0529516434249713,0.0522602287503835,0.0571082108671229,0.088875909293685,0.105126741603435,0.0755166021592703,0.0759769331617116,0.0778610874245001,0.0833319142175325,0.0944858965872128,0.113327550220438,0.100923892110541,0.113822836654561,0.113314992572262,0.0955896535181733,0.0970421423368838,0.000269910634453227,-0.000733785233704793,-0.000772836847383469,-0.000686903707188755,-0.000638103648481225,-0.00030073113529286,0.000199395260543133,-0.00054800650488002,-0.000579557622604835
"Red.headed.Woodpecker",0.00901298039942812,0.0207176455537937,0.0149006320135554,0.0350092365850837,0.0228401770971949,0.062999563767826,0.027517902141702,0.0208268661744623,0.0382690491618866,0.0252439734619115,0.00187063111055195,0.0159755617743197,0.024140778040377,-0.000272957588338745,0.00697292133629758,0.00704871685860889,0.0135373310221191,0.0233264591672786,0.0493891640059061,0.0302815707231727,0.0656323862812316,0.0377982229144606,0.0927886122628097,1,0.00445375036760834,0.0039083922556639,-0.000728736171903039,-0.00892382678497623,0.00188835643089149,-0.00182333255473716,0.000376801697128078,0.000541210420708942,0.00305200270962846,0.00830790815616391,0.0152543623379617,0.0246412785398602,0.0277642005855202,0.0295072455255201,0.0308269378446703,0.0321808843376458,0.0285782121773072,0.0356585874781661,0.0351545673974575,0.0363880353356281,0.0356647903855078,0.03902077478739,0.048576341032281,0.0575922948190168,0.0519911300446015,0.0521214968713106,0.0856101524040578,0.0573414019739407,0.0651118286602162,0.0781760631413645,0.0694402816897088,0.0785144845558073,0.0782305718986265,0.0658679672908536,0.0673410059889726,-6.35981885853137e-05,-0.000920370159612141,-0.000969351712066047,-0.000861567725247946,0.00105282729609446,-0.00033216111857494,2.27697171534006e-05,-0.000679973771920365,-0.000213939644160772
"American.Robin",0.000195555463210222,0.00230897828115399,0.0015478317967149,0.00158782186119311,0.00259049367266365,0.00985001685305237,0.00358757676425034,0.00256940524683143,0.00563102444374449,0.0032583182252124,-0.00135790138822012,0.00141193029739073,0.00205813958146004,-0.000353013394278841,-0.000173980487433434,-0.0004503430143629,0.00188744769840965,0.00328131477084207,0.00803935657593214,0.00324045452281031,0.00405525675365028,0.00483825705624035,0.00581135789003008,0.00445375036760834,1,0.00724763969182904,-0.00140574549124871,0.0227626263495228,-0.000896132064356531,-0.00235809825975049,-0.00107655884036362,-0.00132417665002753,-0.000857895437392516,0.000547279407457351,0.00112625510275182,0.00412902090408137,0.00312445999927984,0.00326854029446726,0.00281011760540977,0.00404972766526293,0.00336510231786268,0.0048424146084641,0.00472345042263249,0.00458076929420275,0.010305276104708,0.00534249487989276,0.00563589226909363,0.00856035073724959,0.00811483907673792,0.00766487851585027,0.0114672475526769,0.00887338394808251,0.0103161460142716,0.0111044980582412,0.0107297267097736,0.0126341741034056,0.0127555493512318,0.0104246659293008,0.0118470977562649,-0.00132621467072978,-0.00119030577612877,-0.00125365314153458,-0.00111425715966372,-0.00103509640650718,-0.000958866737299891,-0.000865580935081963,-0.000972819412722329,-0.000940126285048101
"Cedar.Waxwing",0.000832210126740036,0.0029142850703213,0.00201193757399855,0.00228616060159864,0.00314644940367641,0.0102236649837529,0.00409430549881053,0.00302300621710816,0.00602732164967666,0.00373893583941585,-0.000632681660865715,0.0014404173780147,0.00175239318781456,-0.000205502842881764,-2.3203791920741e-05,-0.000393173850551769,0.00175135199556169,0.00272347371359699,0.00391535945030181,0.00430937569648953,0.00353912536828286,0.0055773448142225,0.00634512049174631,0.0039083922556639,0.00724763969182904,1,-0.000803453969799946,0.00779790629198257,-0.000312426003950528,-0.00137274081954504,-0.000623493766177978,-0.00065157693321025,-0.000198233977256292,0.000386096685547446,0.00182162068950321,0.0033038222753936,0.00383967365451562,0.00388856497855203,0.00349545298304129,0.0043710551379051,0.00406469208090309,0.00533951453642759,0.00516306835146304,0.00525642675538973,0.00537029672615145,0.00593838028371345,0.00970108529853019,0.00911540263488626,0.00842992562520505,0.00820675778532927,0.00831904530881742,0.00925767207924024,0.0106370281703692,0.0128761121928836,0.0112027474137939,0.0129276190719953,0.0129676534261269,0.0105392453867771,0.011612999974153,-0.000714887258160026,-0.00069292334188219,-0.000729800309982949,-0.0006486524809629,-0.000602569924091241,-0.00056544224098835,-0.000447787654571466,-0.000570220974708078,-0.000547284118325889
"Pine.Siskin",-0.000841915284436533,-0.00056847746506374,-0.000545945040380273,-0.000857237490305069,-0.000686292183645598,-2.44844728205783e-05,-0.000504543832204968,-0.000482616930072301,-0.000258296110430583,0.00682835319762077,-0.00123592929760271,-0.000639686629759217,-0.000608444160052876,-0.000214283836252446,-0.000639578769041903,-0.00107519487550072,-0.00052009453608007,-0.000627874120169615,0.000200028789740333,-0.000810879002939967,-0.000518342474806829,-0.000754926541447032,-0.000433418612684244,-0.000728736171903039,-0.00140574549124871,-0.000803453969799946,1,-0.000402660352761183,-0.000815343910971023,-0.00143139707883171,-0.000823928442304827,-0.000963293906946295,-0.000923499108559392,-0.00107761497090936,-0.000781573957590809,-0.000295668346666948,-0.00089643177980644,-0.000671436083192272,-0.000727181553867738,-0.000897819060247873,-0.000773174127255728,-0.000431134422209664,-0.000262773818834459,-0.000665944458004078,-0.000569016311256168,2.47204116296963e-06,-0.000436589667999459,-0.000329275336420523,-2.98798298862843e-05,-0.0003548583079612,-0.000471585440828263,-8.58254286377603e-05,6.8561509027168e-05,0.000221743177128929,-0.000114930381624855,0.000217073132315949,0.00033169916025117,0.000250364948675845,0.000884546467179988,-0.000854777265944543,-0.00069763162683126,-0.000760984169018887,-0.000674079318647119,-0.00062831731733727,-0.000623735079097965,-0.000600438298898596,-0.000594148181683772,-0.000570669187590727
"count",0.0537788823643563,-0.00263073833134284,0.00342266020612154,-0.00831976388075788,0.0061207154325055,-0.00112691936118835,-0.00288704055618597,-0.00118575148610063,0.00100926167969761,-0.000460243585586088,-0.0064552466645389,-0.00605975831354622,-0.00698603321240874,-0.000742904419678408,-0.00360556109611282,-0.00461864370260075,-0.00544532258349284,0.0014949381265286,1.87047804330457e-05,-0.00662071497984228,-0.00355387422794479,-0.00425469340465712,-0.00731777031403893,-0.00892382678497623,0.0227626263495228,0.00779790629198257,-0.000402660352761183,1,0.174691264809411,0.0411425051514108,-0.00422914231336767,-0.00331534727206033,-0.00332954048649245,-0.00824377382544035,-0.00838873009841817,-0.00689228189832547,0.00167509513077446,-0.00660582186492271,-0.00765119997942041,-0.00757713346271477,-0.00566955706401951,-0.00669533176165102,-0.00594128716721168,-0.00769042848035768,0.0157609844289732,6.76164613629852e-05,-0.00657978964129907,-0.00522837902216388,0.049988529276583,0.0044145277145397,-0.00794691295771221,0.0412080693033466,-0.00138622472885439,-0.00382715935522111,-0.00595377519575682,0.00133793612451015,0.00716563360219413,-0.00335747832859735,0.00749046557225379,-0.00439688865445487,0.00176870580146637,-0.00196042176965992,0.0102835022002486,-0.00452419491719832,-0.00119644188216882,-0.00155032178517614,0.0468855649511331,0.0364343835250003
"Red.winged.Blackbird",0.000387790313731031,0.00143401480915714,0.000919379764185126,0.000947338192707204,0.00153548122988967,0.0058018904198987,0.00212017971504748,0.00152017841460396,0.00332026196574206,0.00192598099848172,-0.000782299678527461,0.000492028252434403,0.000706620948717408,-0.000204888642470642,0.000108195551517433,-0.00108084508680595,0.000749954541910808,0.00126566260533521,0.00219211403061876,0.00211442418617213,0.00359172846882344,0.00144165036903803,0.00257077897109434,0.00188835643089149,-0.000896132064356531,-0.000312426003950528,-0.000815343910971023,0.174691264809411,1,-0.00136863801510794,-0.000659426444225871,-0.000766293963267296,-0.000492222909990695,0.000222534503781456,0.000675739611022537,0.00244006823045081,0.00199299182950569,0.00193463249579099,0.00210211223688375,0.00391415554583326,0.0033595647832827,0.00285822569829687,0.00353955765895657,0.0027076768688724,0.00281905939547973,0.0031542949133324,0.00351762541006464,0.00162235667159265,0.00477996748062515,0.00451954441440767,0.00453540627190864,0.00522753310350946,0.00607511841873595,0.00741094685307049,0.0063213089680587,0.00743830825244765,0.00750817489979827,0.00613913437574602,0.00696528488110691,-0.000768652308648748,-0.000690852354466871,-0.000727619105849203,-0.000646713808899416,-0.000600768982119448,-0.000531818498987265,-0.000501320849875796,-0.000568516716255216,-0.000545648412825465
"Common.Grackle",-0.0015285499613068,-0.00135705006745661,-0.00115711938216116,-0.00171851713042206,-0.00152986572373612,-0.00119390016848258,-0.00132124114865261,-0.00116314206235025,-0.00111943919493406,-0.0012487569181797,-0.00205183580055776,-0.00151755332176462,-0.00139828705730622,-0.000342015485927549,-0.0010734527456376,-0.0018703402976432,-0.00121602452252002,-0.00147869196425096,-0.000580954327005605,-0.0018763322234825,-0.00156889579289266,-0.00191506840965945,-0.00145369174655013,-0.00182333255473716,-0.00235809825975049,-0.00137274081954504,-0.00143139707883171,0.0411425051514108,-0.00136863801510794,1,0.022450935450719,-0.00156818106466757,-0.00155145447587699,-0.00196834452370634,-0.00169733460675571,-0.00150886865792707,-0.00196038665432197,-0.00158246677037371,-0.0016331637739047,-0.00170821297582721,-0.00177569414485764,-0.00133647051039186,-0.00119537281331435,-0.00175552183335877,-0.00157491304855039,-0.00158796664929606,-0.00159701767089322,-0.00158841642804505,-0.00100094601554018,-0.00152961264156933,-0.00174118937800889,-0.00118957094189558,-0.00108191918599489,-0.00107321001684999,-0.00145837439819999,-0.00108697320531797,-0.000896143290320075,-0.00110710368534669,0.000198664858634496,-0.00138446946165711,-0.00115322255478922,-0.00121459637321264,-0.00107954318472584,-0.00100284863461535,-0.00100833532083133,-0.000972781658850602,-0.000949010733944945,-0.000910837247042301
"Rusty.Blackbird",-0.0005206649067141,1.13527525556126e-05,-0.000289746542380379,-0.000532193449132793,-0.000305128778842262,0.00167753373381051,-7.00353566571796e-05,0.000394143371962642,0.000311970121849803,-8.51700227868927e-05,-0.00107984402235113,-0.000212510511983667,0.000318932136711284,-0.00020177609696455,2.51362031665494e-07,-0.000679266293913745,3.04499018666565e-06,-8.60396594986156e-05,0.00213293144660882,7.66372042490075e-05,0.0003753459957339,0.000334891368041956,0.000416394508059946,0.000376801697128078,-0.00107655884036362,-0.000623493766177978,-0.000823928442304827,-0.00422914231336767,-0.000659426444225871,0.022450935450719,1,-0.000868917039428623,-0.000702249445592626,-0.000478188048086613,-0.000382765840436265,0.00114676481149556,-6.42119836422913e-05,0.000119955028581887,0.00247181157976998,0.000241563303112437,0.000441967020131865,0.000552196565588211,0.000575153130498187,0.000338283085133707,0.000446000021648093,0.000563679613644296,0.000914503304815029,0.0012876458826428,0.00137562780932095,0.0010843044683678,0.00101160353465832,0.00146922246325878,0.00181894038805579,0.00231039337674215,0.00176924812933631,0.00330080709690244,0.00241162294316954,0.00183299326294241,0.00345346051234942,-0.000753383324654655,-0.000477990457537432,-0.000716565552315081,-0.000626839285049447,-0.000591642459668219,-0.000559677423420084,-0.000534219460184512,-0.000557957878736887,-0.000537359249039738
"Ring.necked.Duck",-0.000454778243876806,0.000334908047691433,0.000431369846868021,0.000322885953526025,0.000813495859072165,0.00289546932009592,0.001306103358121,0.000886611296870953,0.00226485277353893,0.0011752542417255,-0.00120459987237459,-0.00024296016639815,0.000484952304261644,-0.000234760751887153,-0.000645635615517633,-0.000953031015834615,0.000288986872175028,0.000211440779526859,0.00153184961552745,0.000558109172420617,0.000444877813585663,0.000969955389778823,0.00145321094260605,0.000541210420708942,-0.00132417665002753,-0.00065157693321025,-0.000963293906946295,-0.00331534727206033,-0.000766293963267296,-0.00156818106466757,-0.000868917039428623,1,-0.000690270861690455,-0.000640845891415298,0.000382811398759107,0.000235090225202296,0.000358077749174818,0.00110471267951225,0.00158131374517052,0.000776043094440544,0.000523574555719786,0.0025587536383705,0.00152407740754109,0.000937952400894529,0.00106373942499597,0.00125033222888475,0.00179961787193961,0.00243937791683452,0.00237949322739785,0.00308157278350133,0.0030447351769671,0.00256956005377088,0.00308984256158359,0.00385431251085358,0.00310033283205092,0.00386516222539209,0.00397080929559513,0.00311764715267843,0.00273809737979036,-0.000912723369580853,-0.000791576420351426,-0.000833703646608866,-0.000741002615870739,-0.000688359180148206,-0.000655522900200397,-0.000605826069627309,-0.000648406522137233,-0.00058547000448797
"American.Coot",0.000462928750437643,0.00227613204355404,0.000761586432543418,0.000729893299170435,0.00131392143268406,0.0085696524872563,0.00189672632652934,-0.000789869443911529,0.00306932209440325,0.00171793549620217,-0.000878794292007425,0.000986184440475123,0.00164004263883506,-0.000232256738384111,2.41332620460363e-05,-0.000434891006093731,0.00130219725009596,0.0021305677239005,0.00448035789614765,0.00338710191512643,0.00277711765749711,0.00639064156510385,0.00520175308881652,0.00305200270962846,-0.000857895437392516,-0.000198233977256292,-0.000923499108559392,-0.00332954048649245,-0.000492222909990695,-0.00155145447587699,-0.000702249445592626,-0.000690270861690455,1,0.00228131930702545,0.00209559889088025,0.00539289077183009,0.00297061877193372,0.00307448876104864,0.00571439978891466,0.00376017595782792,0.0031938174155845,0.0061142607780729,0.00423065429000099,0.00421887076882253,0.00542955454433083,0.00483101829627296,0.00622752268392779,0.00755479874317466,0.00706340183032905,0.00678540205564698,0.00952345595453857,0.00774215780350681,0.00894241091433824,0.0108635413061866,0.00936572398952028,0.0121619794962904,0.0109710517508137,0.00903916559271937,0.0132738263549514,-0.000806151493181293,-0.000783133279710452,-0.00082481116704518,-0.000733098907346525,-0.000681016978915266,-0.000683201043908472,-0.000504312132418016,-0.000644456601605837,-0.000518208583209026
